1184.5198,653.65063
1224.5355,653.04803
1204.4224,653.42517
1225.5016,621.38782
304.96008,122.15659
1399.9974,652.37695
1049.1593,139.66463
1387.5383,712.80988
1125.1802,91.377716
423.87918,109.429
1213.611,678.00519
1302.0846,683.45422
584.30298,149.82127
1164.7181,716.22369
1158.9662,646.4314
243.50308,129.16341
1371.4496,681.94897
1173.1349,680.54297
1356.423,620.44873
1446.0703,711.91278
1155.7887,93.790421
1232.979,713.89478
1145.1678,678.39783
946.70758,75.897446
987.36371,83.805801
1181.4478,708.97198
1032.0037,95.911865
822.02228,120.49876
1169.8057,676.21069
1294.4351,675.73773
1169.7842,626.14087
1328.3507,791.20264
1392.1353,681.3374
1031.8938,93.774101
1146.155,685.9632
719.70758,143.2316
589.49561,103.52444
1028.879,109.86266
612.34381,101.67882
813.29761,472.09412
1213.8375,680.98132
611.16168,145.80949
1306.3684,675.42053
908.96625,136.11188
665.51062,147.96803
1162.9934,650.18127
966.38513,84.796059
1077.4728,141.6153
686.97418,98.763275
209.09178,95.765694
1314.3588,646.86121
1464.231,150.97205
1187.9337,94.048866
639.35315,108.87604
246.1573,116.54443
1398.7126,151.061
771.07275,156.16725
890.80035,156.21875
562.61542,104.43275
584.57233,147.7168
601.36615,108.65686
292.23328,157.09708
1531.9543,107.03344
1295.9379,714.46423
889.35199,138.66765
1303.14,614.04797
1279.0144,679.95874
969.65442,120.04995
849.02881,155.04222
300.4631,139.37422
301.4863,141.65976
795.58856,120.26826
423.78754,155.41313
1188.959,675.93628
1182.5841,620.4317
1365.8123,709.74561
1294.2229,649.48065
1534.1716,151.4911
1156.6635,141.42242
1294.4612,655.10864
1122.722,654.17285
1214.0135,683.93219
1192.7396,620.69543
1193.5146,680.29718
1332.9171,712.7818
1124.843,712.82294
1483.5514,125.50052
1271.5726,711.57831
309.21405,134.81561
1671.313,339.93253
1144.7322,616.66406
734.94061,145.66139
1191.6626,620.24268
890.51367,158.85307
1762.6309,337.96652
1027.9119,446.08057
1177.4283,114.91336
1199.0889,646.24695
1330.6082,712.79376
1778.4722,314.90082
562.89832,104.86548
1314.8551,652.91846
1299.5317,707.03595
1144.8115,622.04504
633.29517,100.25928
647.69806,101.13802
1378.8496,648.59753
972.85529,85.09951
617.24799,511.86707
1317.5983,669.97443
1123.4995,623.14252
1119.925,629.32788
1365.4031,149.19307
1463.8522,616.11847
1125.0031,680.49396
1314.7157,614.33557
1119.6552,650.6615
886.73383,593.01685
1143.736,649.11023
1239.8995,84.873665
292.62051,110.9259
1123.5814,620.09009
1724.6061,328.60266
1159.7994,616.7309
1462.4753,105.78482
1799.9404,318.57187
598.45374,144.3997
1464.0206,680.711
1419.864,680.1662
1290.2058,645.30444
887.15338,386.72202
1287.4351,623.82281
977.94891,98.93795
1159.8896,617.66949
1259.548,96.946785
1144.11,654.04822
1433.6899,144.04388
1400.1776,614.12756
1120.3364,691.58832
845.71027,165.93681
1268.4679,649.922
1196.7332,710.51331
1504.502,612.16724
446.86237,131.17628
612.00922,126.71156
1129.4647,659.99005
1250.0909,719.89813
1787.7018,323.91574
1142.0785,723.31299
1460.702,649.50824
1404.266,719.22229
320.16589,119.60106
224.974,158.54625
1346.2764,674.61334
639.32404,567.77698
668.01239,118.85297
1199.9525,716.72736
253.79619,154.77229
1170.7633,684.99066
1386.7313,674.13147
1121.3888,708.37988
655.88574,103.23412
1538.9918,612.52039
799.80249,225.20932
1010.7828,140.26469
1499.3318,625.48694
1754.6553,328.99356
1808.8848,340.91153
1328.6552,647.78461
1173.8165,639.651
1253.5684,707.8714
1235.3242,684.10004
1287.2052,617.36017
957.59314,80.056221
704.01117,479.35712
667.48053,670.01141
1500.9038,624.49445
996.08954,120.20279
261.79184,157.26514
769.46332,469.49359
1468.0603,673.74939
1687.5365,345.83923
318.05975,135.06892
1824.3429,364.2886
798.78931,225.43166
1135.5253,683.0722
1464.3019,707.66748
1299.8201,645.79852
1180.5475,96.045799
1805.776,355.41293
946.69592,581.92542
1263.0571,618.37805
1362.5178,705.78247
1284.4227,613.44165
1364.9353,102.68163
1779.1949,353.84555
1122.9902,134.46574
1794.2197,346.38489
807.32928,244.39488
1686.8533,307.73669
598.37939,150.02791
1409.678,680.18616
902.18353,660.04724
1122.0542,132.30885
792.02771,485.76639
648.80176,101.18486
1387.2737,688.53857
1041.0677,136.67789
772.36597,167.83453
1789.7771,308.77264
1534.4277,624.87653
144.50664,156.87663
1168.6879,646.85468
727.94519,141.85173
1451.213,648.86731
1260.6001,655.57178
957.26373,135.38861
829.19769,164.94934
1351.0907,650.80005
153.72554,118.40816
889.49451,138.83368
1164.7256,724.94482
867.19501,219.59329
1159.2704,671.25305
1492.7922,105.08381
1244.9445,615.01282
324.16809,134.98927
1419.4891,109.01542
1456.4675,673.86774
1535.5521,623.92871
1021.5095,115.02931
889.17877,662.63086
1331.2018,685.1955
1409.7448,680.02783
1125.0211,687.39026
1290.6228,659.86383
1337.705,614.16577
991.87097,97.948914
1415.1423,658.78033
323.77371,159.29643
1343.3391,791.33496
1699.1414,313.97769
1180.999,115.61724
1479.4215,611.88562
1691.2598,322.97321
1330.6359,678.30505
1908.5651,119.18399
1659.5563,363.11569
1029.9833,130.93298
1258.845,683.07672
833.4743,413.32559
1128.9904,614.96558
1827.026,364.50616
1189.4038,684.09088
956.67584,78.390877
1424.4104,708.3316
1677.3177,317.42191
1487.6841,125.43272
1213.8347,645.18835
590.06531,129.74733
